Time,Fuel Mass,PositionX,PositionX,PositionZ,OrientationX,OrientationY,OrientationZ,VelocityX,VelocityY,VelocityX,AccelerationX,AccelerationY,AccelerationZ,ThrustX,ThrustY,ThrustZ,DragX,DragY,DragZ,WindX,WindY,WindZ,GravityX,GravityY,GravityZ,Atmospheric Density
0.0,0.0,4739157.601128761,-82722.30363275841,4267806.678249869,0.7069990853988243,-0.012340714939826926,0.7071067811865474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3822020353047393,2.145769906408237,1.576448236496277,7.280224017743678,-0.12707678292168498,6.556141681104091,1.22661378741097
0.01,0.0,4739157.600764737,-82722.30362638581,4267806.677922076,0.7069990853988243,-0.012340714939826926,0.7071067811865474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.993701005768827,-34.14364944001433,-25.084560924500746,-1.3822020353047526,2.1457699064082316,1.5764482364962726,7.280224017743657,-0.1270767829216561,6.556141681104114,1.22661378741097
